name,type,score,score_num
嘿市,时尚购物,0,0
牵缘,聊天社交,0,0
脸家,居家生活,0,0
校呦,聊天社交,0,0
迷说,图书阅读,4.5,1380
拍拍,时尚购物,5,375
面包Q,实用工具,0,0
懒店,时尚购物,0,2
手狼,聊天社交,5,1273
撩饭,居家生活,0,0
就看,图书阅读,5,219
朋有,聊天社交,0,0
劲跑,体育运动,0,0
时行,旅行交通,0,1
丸音,影音视听,0,0
过电,聊天社交,0,0
街边,居家生活,0,0
来电,新闻资讯,0,0
王者荣耀,游戏,3.5,151703
趋势,金融理财,0,0
云助,聊天社交,0,4
顺鹿,旅行交通,0,0
战鹰,实用工具,0,0
邻音,居家生活,0,0
箭客,体育运动,0,0
寻位,实用工具,0,0
异乡,居家生活,4,182
极斗,体育运动,5,51
探趣,时尚购物,0,0
点点,金融理财,5,6172
缘见,聊天社交,0,0
赚鱼,时尚购物,0,0
秒得,时尚购物,0,0
声昔,聊天社交,0,0
氧动,体育运动,0,0
誌屋,图书阅读,0,0
球球2048,游戏,0,0
立看,图书阅读,0,0
知欢,聊天社交,0,0
e鹊,医疗健康,0,0
咔嗒,摄影摄像,0,0
寻你,聊天社交,0,0
悦淘,时尚购物,0,0
股拍,金融理财,0,0
瞧瞧,聊天社交,0,0
懒饭,居家生活,5,12
COROS,体育运动,0,1
CMSV9,旅行交通,0,0
句读,图书阅读,5,872
DiDi,实用工具,0,0
饥饿龙,游戏,3.5,89
斗兽棋,游戏,4.5,1268
Pika,娱乐消遣,0,0
我叫MT,游戏,2.5,30807
V9,摄影摄像,0,0
升级,游戏,5,1627
南方无线电视,影音视听,0,2
雄安智慧社保,效率办公,0,0
奇信文件管家,效率办公,0,0
来分期-好借钱,金融理财,0,0
经验超市考研,学习教育,5,178
女性私人医生,医疗健康,3,107
宠宠达-司机端,旅行交通,0,0
北斗ERP进销存,效率办公,0,0
元猫共享会计,效率办公,0,0
周公星座解梦,娱乐消遣,0,0
高效待办清单,效率办公,5,73
全能美颜相机,摄影摄像,0,0
富邦华一银行,金融理财,0,0
宜宾商业银行,金融理财,0,0
光证阳光资管,金融理财,0,0
DS文件管理器,效率办公,0,0
动态壁纸大全,摄影摄像,0,0
美颜百变相机,摄影摄像,0,0
免费小说阅读,图书阅读,0,3
爱享到来客宝,居家生活,0,0
趣话免费漫画,图书阅读,0,0
七毛免费漫画,图书阅读,0,0
前有车商家端,时尚购物,0,0
房坐标旅居版,居家生活,0,0
火秀视频助手,摄影摄像,0,0
我爱足球体育,体育运动,0,0
马克水印相机,摄影摄像,0,0
微信恢复助手,实用工具,5,221
ICBI协同平台,效率办公,0,0
录音转文字pro,实用工具,0,0
三国志-吞食天地,游戏,3.5,467
上铁职工家园,实用工具,1,19
油团团商家端,实用工具,0,0
PICC人民健康,医疗健康,0,4
QCIT平安校园,实用工具,0,0
健康随我行,医疗健康,0,1
汇博人才网,效率办公,5,218
百度智能云,效率办公,2,69
海外安全通,效率办公,0,0
中国大地超A,居家生活,0,0
宜春手机台,新闻资讯,0,0
云南广电云,影音视听,0,0
汽车消费网,新闻资讯,0,0
车视界科技,影音视听,0,0
广元手机台,新闻资讯,0,0
娃娃口红机,娱乐消遣,0,0
咿呀抓娃娃,娱乐消遣,4.5,189
一葫芦Pro版,效率办公,0,0
多趣主播端,影音视听,0,0
医药新势力,医疗健康,4,5
计步器运动,医疗健康,0,0
海马moofun Pro,旅行交通,0,0
南充一卡通,效率办公,0,0
我要当学霸,学习教育,0,0
腾牛生成器,娱乐消遣,5,10614
江门邑网通,新闻资讯,2,44
学习力在线,学习教育,0,0
新闻早知道,新闻资讯,4.5,266
抖舞短视频,影音视听,0,0
全能扫描仪,效率办公,0,0
麦片小牛顿,学习教育,0,0
浩泽净水家,医疗健康,0,0
图像转换器,影音视听,0,0
少年客户端,新闻资讯,0,0
经济观察报,新闻资讯,0,0
今日农商行,新闻资讯,0,1
爱突破口语,学习教育,0,0
家长学校365,学习教育,0,0
扔三个骰子,娱乐消遣,0,1
三人行慕课,影音视听,0,0
猫语翻译君,娱乐消遣,0,0
数据风向标,新闻资讯,0,0
嘻哈小视频,影音视听,0,0
眩晕小助手,医疗健康,0,0
余你vlog婚恋,聊天社交,0,0
自考大网校,学习教育,0,0
未镜修庆堂,医疗健康,0,0
斗斗堂-机械大师,游戏,0,0
九州通医药,医疗健康,0,2
中策业务通,效率办公,0,0
赚钱阅阅赚,娱乐消遣,0,0
常清静养生,医疗健康,0,0
中国水泥网,实用工具,0,1
就爱肚皮舞,体育运动,0,3
biubiu小视频,摄影摄像,0,0
个人所得税,金融理财,0,2
好屋合伙人,居家生活,5,107
六间房秀场,影音视听,5,2904
华帝智慧家,居家生活,0,0
福特锐际AR,新闻资讯,0,0
唐人放新买,时尚购物,0,0
会计考试GO,学习教育,5,2108
请柬邀请函,实用工具,3,22
爱打的车主,旅行交通,0,0
万能变声器,娱乐消遣,0,0
风险查一查,实用工具,0,0
国寿AI健康,医疗健康,0,0
货满车货主,效率办公,0,0
餐聚惠餐消,效率办公,0,0
招商到家汇,居家生活,0,1
茶竹永川网,聊天社交,1.5,5
大城经纪人,居家生活,0,0
金喜鹊银行,金融理财,0,0
长三角康养,旅行交通,0,0
游戏侠隐藏,实用工具,0,0
快到网货运,旅行交通,0,0
信用卡代还,金融理财,0,0
万家单单拍,实用工具,0,0
解压开心果,娱乐消遣,0,0
董事长平台,时尚购物,0,0
汽车大杂烩,聊天社交,0,0
房超经纪人,居家生活,0,0
哈哈广场舞,体育运动,5,276
证件照精灵,实用工具,0,0
黑狗伴我行,旅行交通,2,7
超好看故事,图书阅读,5,8
花蝴蝶视频,聊天社交,0,0
趣分期贷款,金融理财,0,0
海南公积金,实用工具,0,0
威海公积金,居家生活,0,0
文山公积金,居家生活,0,0
车萝卜小蜜,旅行交通,0,1
金斧子财富,金融理财,5,6
免费阅读吧,图书阅读,5,170
员工生活家,居家生活,0,0
红包短视频,影音视听,0,0
车轻松养车,时尚购物,0,0
科医医护端,医疗健康,0,0
联动云租车,旅行交通,2.5,56
招财广场舞,影音视听,0,0
南瓜小视频,聊天社交,0,0
房车集结地,旅行交通,0,0
微积分VEKFEN,摄影摄像,0,0
米尼梦工厂,聊天社交,0,0
Uki美颜速配,摄影摄像,0,0
宁波市民通,居家生活,2.5,9
余姚市民云,居家生活,0,0
biubiu加速器,实用工具,0,4
熊猫会员店,时尚购物,0,0
拍乐多商城,时尚购物,0,0
拍拍贷借款,金融理财,4.5,30583
普罗汇外汇,金融理财,5,2330
乾之易占卦,实用工具,5,7
宜人借贷款,金融理财,5,220
科瑞泰医生,效率办公,0,0
掌上装裱工,摄影摄像,0,4
手机号定位,实用工具,0,0
贝壳记账本,金融理财,5,75
今日张家港,新闻资讯,0,0
变声器语音,娱乐消遣,0,0
赚钱小视频,影音视听,4,43
随心借贷款,金融理财,0,0
阳光养猪场,娱乐消遣,0,0
第一闪电侠,体育运动,0,0
中科名兽医,医疗健康,0,0
武夷山旅游,旅行交通,0,0
美家工作台,居家生活,0,0
幸福家社区,居家生活,0,0
畅途汽车票,旅行交通,4.5,4250
证件照抠图,摄影摄像,0,0
医联网IOHfit,体育运动,0,0
白菜二手车,旅行交通,0,1
记点点记账,金融理财,5,877
达鑫证件照,摄影摄像,0,0
小蓝鲸健康,体育运动,0,0
中江都市网,聊天社交,0,0
听会儿中医,聊天社交,4,21
北京好中医,医疗健康,0,0
广电云社区,居家生活,0,0
啄木鸟家修,居家生活,0,0
闪电借贷款,金融理财,0,0
趣哒的司机,旅行交通,0,0
最爱抓娃娃,娱乐消遣,0,2
中智万年历,居家生活,0,0
天府英才卡,聊天社交,0,0
安居云智能,实用工具,0,0
Fly2CN加速器,实用工具,0,0
粤港澳人才,实用工具,0,0
乡媒网工人,效率办公,0,0
丛丛生态圈,居家生活,0,0
王中王家居,居家生活,0,0
蓝海豚之声,影音视听,0,0
津农所平台,实用工具,0,0
AboutCG学院,学习教育,0,0
迷彩虎军事,聊天社交,5,319
藝弘 ArtHola,摄影摄像,0,0
e路康明斯,效率办公,0,0
长城炼金术,金融理财,0,0
IP6 摄像机,影音视听,0,0
汇美云Shop,效率办公,0,0
本地生活荟,时尚购物,0,0
银华生利宝,金融理财,5,344
短视频网课,摄影摄像,0,0
快手概念版,摄影摄像,0,3
去视频水印,摄影摄像,0,0
淘宝优惠券,时尚购物,0,0
凯芙买家秀,时尚购物,0,0
网易亲时光,摄影摄像,0,0
FS高端交友,聊天社交,0,2
51车主加油,旅行交通,0,0
中泰齐富通,金融理财,5,986
Obsbot Studio,影音视听,0,0
买购品牌榜,时尚购物,0,4
水印相机Ali,摄影摄像,0,3
微视频剪辑,摄影摄像,0,0
3氪烟戒烟,医疗健康,0,0
云社区团购,居家生活,0,0
资阳大众网,聊天社交,0,0
逗图头像PS,聊天社交,0,0
菁客招聘,效率办公,0,1
小熊兼职,效率办公,0,0
新农云创,效率办公,0,0
邦邦科技,新闻资讯,0,0
情志调理,医疗健康,0,0
中意征信,新闻资讯,0,1
广播云聊,效率办公,0,0
专注笔记,效率办公,0,0
南国今报,新闻资讯,0,0
中优教育,学习教育,0,0
掌上金普,新闻资讯,0,0
露一小手,影音视听,0,0
中赫时尚,学习教育,0,0
创鑫商圈,效率办公,0,0
共享师资,学习教育,0,3
督贝督导,效率办公,0,0
财神视频,影音视听,0,0
斑马直播,影音视听,0,0
简单视频,娱乐消遣,5,10
百保盾PRO,效率办公,0,0
合约中国,效率办公,0,0
小早启蒙,学习教育,0,0
销途名片,效率办公,0,0
烘焙管家,学习教育,0,0
北京时间,影音视听,4.5,15
Hello Doctor,医疗健康,0,0
佛因佛经,娱乐消遣,0,0
标讯快车,效率办公,5,64
蜜恋直播,影音视听,0,0
玩美大学,学习教育,0,0
步知刷题,学习教育,4.5,65
阿里健康,医疗健康,2.5,17
慈云医生,医疗健康,0,0
云上宣恩,新闻资讯,0,0
念念有词,学习教育,0,1
诊室之家,医疗健康,0,0
铜川传媒,新闻资讯,0,0
超职教育,学习教育,0,0
掌上嵊泗,新闻资讯,0,0
极简扫描,效率办公,0,0
郴州新网,新闻资讯,0,0
车主之家,新闻资讯,0,0
掌上准东,新闻资讯,0,0
大医课堂,医疗健康,0,0
DoDo森友圈,聊天社交,0,0
伴鱼绘本,学习教育,5,2488
高唐资讯,新闻资讯,0,0
纷享销客,效率办公,4.5,964
人员管控,效率办公,0,0
草莓视频,影音视听,0,0
FIMI Navi 2020,摄影摄像,0,0
方正习字,学习教育,0,0
枣庄日报,新闻资讯,0,0
阜蒙融媒,新闻资讯,0,0
欢乐大咖麻将,游戏,0,1
锦宏高考,学习教育,0,0
恋心视频,影音视听,0,0
健康长春,医疗健康,0,0
叽咪叽咪,娱乐消遣,0,3
好游课堂,学习教育,0,0
车界资讯,新闻资讯,5,5
和术中医,医疗健康,0,0
红袖直播,影音视听,0,0
裕宝吉他,影音视听,0,0
芳草直播,影音视听,0,0
米动健康,医疗健康,1,198
欢喜首映,影音视听,4.5,68
汇通资讯,效率办公,0,0
海银基金,效率办公,0,0
掌上砂石,新闻资讯,0,1
四川新闻,新闻资讯,2,8
Live2D萌宠,娱乐消遣,0,0
中核e能源,实用工具,0,0
雅思智学,学习教育,0,0
咪咕灵犀,学习教育,5,8573
甘草医生,医疗健康,5,78
云保学堂,学习教育,0,0
淘气空间,娱乐消遣,0,1
幸福钢城,新闻资讯,0,0
今日成武,新闻资讯,0,0
郓城融媒,新闻资讯,0,0
我的威海,新闻资讯,0,0
福在福山,新闻资讯,0,0
今日历下,新闻资讯,0,0
潍坊滨海,新闻资讯,0,0
智慧博兴,新闻资讯,0,0
滨城融媒,新闻资讯,0,0
疯狂成语,学习教育,0,0
极应商擎,效率办公,0,0
鼓楼生殖,医疗健康,0,0
健身の鱼,医疗健康,0,0
简信CRM v4,效率办公,0,0
界面新闻,新闻资讯,3,97
彩蛋视频,影音视听,0,0
股海智淘,新闻资讯,0,0
九江头条,新闻资讯,0,0
江西头条,新闻资讯,0,1
新余头条,新闻资讯,0,0
鹰潭头条,新闻资讯,0,0
金逸电影,娱乐消遣,0,0
记忆碎片,效率办公,0,0
可可宝贝,学习教育,3.5,497
来尼医生,医疗健康,0,0
我的泾县,新闻资讯,0,0
幽默内涵,娱乐消遣,0,1
WiFi极速版,实用工具,0,0
校家云通,学习教育,0,0
猜歌王者,娱乐消遣,0,0
南星直播,影音视听,0,0
算命大全,娱乐消遣,0,0
美柚孕期,医疗健康,3,18
嗨塘音乐,影音视听,0,0
每天健康,新闻资讯,0,0
一堂一课,学习教育,0,0
凯恩之角,新闻资讯,2.5,9
网易三音,影音视听,0,3
新威智能,效率办公,0,0
湘匠牛工,效率办公,0,0
电梯救援,效率办公,0,0
人民日报+,摄影摄像,0,0
雪花精选,影音视听,0,0
品刻健康,医疗健康,0,0
橙子快报,新闻资讯,3.5,22
人人霄客,效率办公,0,0
康复学堂,医疗健康,0,0
红包段子,娱乐消遣,0,0
极速头条,新闻资讯,0,0
掌上学院,效率办公,0,1
顺农商e贷,金融理财,0,0
掌上息县,新闻资讯,0,0
扇贝阅读,学习教育,3.5,3629
上观新闻,新闻资讯,5,201
泰格招募,效率办公,0,0
丑橘娱乐,影音视听,0,0
Air Launcher,影音视听,0,0
千帆直播,影音视听,5,2379
睿瞳云店,效率办公,0,0
科信健康,医疗健康,0,0
胜泰舆情,效率办公,0,0
SuperChinese,学习教育,0,0
超级工地,效率办公,0,0
神指笔记,效率办公,0,0
香蕉视频,影音视听,0,0
麻衣神相,娱乐消遣,0,0
人人货源,效率办公,0,0
安芯守护,医疗健康,0,0
经济日报,新闻资讯,0,3
丁丁健康,医疗健康,0,1
家庭药房,医疗健康,0,0
丁丁医生,医疗健康,0,0
陆河之声,新闻资讯,0,0
快猫直播,影音视听,0,0
铁岭发布,新闻资讯,0,0
无线雅安,影音视听,0,0
牛魔王K线,金融理财,5,200
振动电话,娱乐消遣,0,1
超级雇主,效率办公,0,0
VIPKID启蒙,学习教育,0,0
同行学院,影音视听,0,0
美谷奉贤,新闻资讯,0,0
上海静安,新闻资讯,0,0
上海杨浦,新闻资讯,0,0
文都考研,学习教育,1,5
小心怦怦,医疗健康,0,0
解梦测字,娱乐消遣,0,0
花生头条,新闻资讯,4.5,150
我城许昌,新闻资讯,0,1
扁珍健康,医疗健康,0,0
先锋云盘,效率办公,0,0
重庆江北,新闻资讯,0,1
今日南川,新闻资讯,0,0
苗乡彭水,新闻资讯,0,0
手相分析,娱乐消遣,5,20
新民融媒,新闻资讯,0,0
般若修行,医疗健康,0,2
寻医问药,医疗健康,2,977
开业牙医,医疗健康,0,0
江湖飞刀,医疗健康,0,0
巴士软件,效率办公,0,0
易懂自考,学习教育,0,0
青岛高新,效率办公,0,0
健康之路,医疗健康,5,1895
金豆视频,影音视听,0,0
刷酷视频,影音视听,0,0
冥想星球,医疗健康,0,0
英语早教,学习教育,0,0
泡泡鲨鱼,学习教育,0,0
守姬直播,影音视听,0,0
智能产康,医疗健康,0,0
你好阅读,新闻资讯,0,0
托尼老师,娱乐消遣,0,0
鱼乐互动,影音视听,0,0
龙兴超人,医疗健康,0,0
宰相办公,效率办公,0,0
富贵占卜,娱乐消遣,0,0
臻美直播,影音视听,0,0
振知健康,医疗健康,0,0
Zoho Expense,效率办公,0,0
中清商务,新闻资讯,0,0
多多看点,新闻资讯,0,0
我去直播,影音视听,0,0
宠物王国外传,游戏,4,48
移动督办,效率办公,0,0
格子笔记,效率办公,0,0
听听广播,影音视听,5,16893
随播直播,影音视听,5,426
仪征发布,新闻资讯,0,0
亲呼智能,影音视听,0,0
海客视频,影音视听,0,1
心麦健康,医疗健康,0,0
拜米出行,旅行交通,0,0
车享未来,旅行交通,0,0
硚口发布,新闻资讯,0,0
芝麻云仓,时尚购物,0,0
名厨之家,居家生活,0,0
志愿河南,新闻资讯,0,0
KO频直播,影音视听,0,0
涂鸦画图,实用工具,0,0
邯郸银行,金融理财,1.5,45
贺州停车,旅行交通,0,1
布卡漫画,图书阅读,5,6835
芒果桌面,实用工具,0,0
健康星球,体育运动,0,0
智联门户,居家生活,0,0
品茗CCBIM,效率办公,5,83
屏客智联,时尚购物,0,0
省事司机,旅行交通,0,1
大易货主,旅行交通,0,0
我来数科,金融理财,5,7295
字绘上海,摄影摄像,0,0
字绘台湾,摄影摄像,0,0
久久速购,时尚购物,0,0
吾爱传承,摄影摄像,0,0
爱淘日记,时尚购物,0,0
神撩话术,聊天社交,0,0
天天头像,摄影摄像,0,0
当家工匠,居家生活,0,0
DNF掌游宝,聊天社交,4.5,7671
人人小说,图书阅读,0,0
曜影医疗,医疗健康,0,0
路上读书,图书阅读,2.5,19
白菜优选,时尚购物,0,0
闪聊闪约,聊天社交,5,124
大熊酷朋,时尚购物,0,0
汽车大师,旅行交通,1.5,137
贝壳密码,时尚购物,0,0
建筑档案,聊天社交,0,0
兔子骑行,体育运动,4.5,185
笔神作文,学习教育,5,46
轻松一刻,摄影摄像,0,0
中银机构,金融理财,0,0
Ulive直播,影音视听,0,0
常州地铁,旅行交通,0,0
天津地铁,旅行交通,0,0
大象保险,金融理财,5,534
菜鸟淘金,金融理财,0,0
唔哩头条,新闻资讯,3.5,1663
Sweet Selfie,摄影摄像,4.5,303
樱桃小说,图书阅读,0,0
智慧管家,居家生活,0,0
畅影无限,时尚购物,0,0
超惠商城,时尚购物,0,0
潮牛电竞,聊天社交,0,0
车己商户,旅行交通,0,0
车来出行,旅行交通,0,0
承德银行,金融理财,5,7
闪聊交友,聊天社交,0,0
记账助手,金融理财,0,1
游龙启源,摄影摄像,0,0
司机无忧,旅行交通,0,0
苏果到家,时尚购物,0,1
招银汇金,金融理财,0,1
古琴珍萃,图书阅读,0,0
真人漫画,图书阅读,5,1364
庆华天下,旅行交通,0,1
掌源机械,实用工具,0,0
益农源选,时尚购物,0,0
信用上海,居家生活,0,0
有惠生活,时尚购物,0,0
小隐大师,实用工具,0,0
一起自驾,旅行交通,0,0
木工达人,聊天社交,2,11
代驾帮手,居家生活,0,2
袋鼠爸爸,金融理财,0,0
大咖车服,旅行交通,0,0
创意工场,摄影摄像,0,0
大连气象,居家生活,0,0
大兴机场,旅行交通,0,0
DJ音乐盒,影音视听,5,356
热时聚焦,图书阅读,0,0
代练妈妈,实用工具,0,0
最美闹钟,居家生活,4.5,488
鼎信汇金,金融理财,0,0
豆果美食,居家生活,5,5500
第一昆山,新闻资讯,0,0
快乐智家,居家生活,0,1
掌上图库,摄影摄像,0,0
集石桌游,聊天社交,0,0
青榄读到,图书阅读,0,0
骑士换电,旅行交通,0,0
宜搜小说,图书阅读,5,89528
书香之城,图书阅读,0,0
赞美诗集,图书阅读,0,0
囍上媒捎,聊天社交,0,0
我要个性,摄影摄像,4,119
小鹅花钱,金融理财,0,1
返利快报,时尚购物,0,0
番薯星球,聊天社交,3.5,756
新浪分期,时尚购物,0,0
奉化文旅,旅行交通,0,0
凤凰金融,金融理财,5,2731
桔子理财,金融理财,4.5,222
分秀书城,图书阅读,0,0
有道财富,金融理财,0,0
同联商业,居家生活,0,0
福佑好运,实用工具,0,2
交通强国,新闻资讯,0,0
联掌门户,居家生活,2,19
幸福高平,居家生活,0,0
高山汽修,实用工具,0,0
食行生鲜,时尚购物,5,219
山歌沿河,新闻资讯,0,0
国中康健,医疗健康,0,0
资产星球,金融理财,0,0
轻颜相机,摄影摄像,4.5,3164
珠江收银,金融理财,0,0
呱呱直播,聊天社交,5,1002
雇吧阿姨,居家生活,0,0
国际妈咪,时尚购物,5,371
果壳精选,图书阅读,2,366
智进智能,居家生活,0,0
韩亚银行,金融理财,0,0
宏地砼行,实用工具,0,0
黑岩阅读,图书阅读,4.5,638
恒信人才,实用工具,3,6
Hesvit健康,体育运动,0,0
HeyTap健康,体育运动,0,0
哪吒汽车,聊天社交,0,0
南瓜视频,聊天社交,0,0
平安天使,居家生活,0,0
威鲨移民,居家生活,0,0
人脸考勤,实用工具,0,0
与你约聊,聊天社交,0,0
中寰乐驾,实用工具,0,0
花生省钱,时尚购物,0,0
365租售宝,居家生活,0,4
极光速达,实用工具,0,0
幻音音乐,影音视听,5,814
华夏财富,金融理财,5,501
科普湖南,居家生活,0,0
浙金中心,金融理财,0,4
火山语音,聊天社交,0,0
小白买买,时尚购物,0,0
和谐医疗,医疗健康,0,0
工银亚洲,金融理财,0,0
ichoiceRelax,医疗健康,0,0
Haylou Sport,体育运动,0,0
翻阅小说,图书阅读,5,4651
南方周末,新闻资讯,2.5,84
白白贷款,金融理财,5,6369
泰安银行,金融理财,3,15
漫漫漫画,图书阅读,5,11965
佛经佛学,图书阅读,0,4
京驿货车,居家生活,0,0
哈罗摩托,聊天社交,5,1034
温度倾诉,聊天社交,0,0
胶片相机,摄影摄像,0,0
物流大全,旅行交通,0,0
向前金服,金融理财,0,3
小鸡词典,聊天社交,0,0
竞趴电竞,聊天社交,0,0
精选好物,时尚购物,0,0
哆咖家庭,医疗健康,0,3
发型相机,摄影摄像,0,0
台风速报,居家生活,4.5,119
健茂天气,居家生活,4,28
趣漫相机,摄影摄像,0,0
查悦社保,实用工具,5,4646
全民酿酒,时尚购物,0,0
古耕庄园,时尚购物,0,0
君语电话,实用工具,0,0
代鼠出行,旅行交通,0,0
零售共场,时尚购物,0,0
多彩来电,实用工具,0,0
口袋地铁,旅行交通,0,0
口袋满满,时尚购物,0,0
酷狗音乐,影音视听,2.5,82991
酷狗直播,影音视听,4.5,1489
来看阅读,图书阅读,5,124
收款宝MAX,金融理财,0,0
凯撒商旅,旅行交通,0,0
蚂蚁看点,新闻资讯,4.5,330
Legrand Eliot,居家生活,0,0
华夏金租,实用工具,0,0
视频特效,摄影摄像,0,0
淘优良品,时尚购物,0,0
贝壳找房,居家生活,5,6066
连连来钱,金融理财,0,0
告白气球,聊天社交,0,0
格上财富,金融理财,0,2
卟呤卟呤,聊天社交,0,0
琳琅试用,时尚购物,0,2
幸福临泉,居家生活,0,0
鱼悦追书,图书阅读,0,0
东吴秀财,金融理财,3.5,672
落初文学,图书阅读,5,116
简单天气,实用工具,0,0
云父巴巴,时尚购物,0,0
儿歌点点,学习教育,5,2341
美颜自拍,摄影摄像,0,1
真爱工厂,实用工具,0,0
万能相机,摄影摄像,4.5,992
秒装同城,居家生活,0,0
步知公考,学习教育,4.5,148
头像大全,摄影摄像,4,371
网名大全,聊天社交,4.5,97
美剧天堂,影音视听,0,0
谁是卧底,聊天社交,4.5,467
微商魔库,摄影摄像,4.5,113
风筝阅读,图书阅读,0,0
图图点赞,摄影摄像,0,0
摩玩创客,居家生活,0,0
泛媒关联,图书阅读,0,0
美天运动,体育运动,0,0
醉美青海,旅行交通,5,261
掌上公交,旅行交通,2.5,1507
家盟系统,居家生活,0,0
子牙钓鱼,体育运动,4.5,142
九炼健身,体育运动,0,0
商会部落,聊天社交,0,0
天气播报,居家生活,0,0
人民文旅,旅行交通,0,0
蒲惠云MES,实用工具,0,0
读秒钱包,金融理财,5,738
谱蓝定投,金融理财,5,272
小猪投资,金融理财,0,0
九格相机,摄影摄像,0,0
百跑管车,旅行交通,0,0
Change健身,体育运动,4,10
360巡店通,实用工具,0,0
球长部落,体育运动,5,6
小小老虎,实用工具,0,0
趣哪优品,时尚购物,0,0
PPbody健身,体育运动,5,209
海投排行,聊天社交,0,0
小龙找铺,居家生活,0,0
智慧仙桃,实用工具,0,0
人人微店,时尚购物,0,0
瑞卡租车,旅行交通,4.5,226
果冻租房,聊天社交,0,0
果冻合租,居家生活,0,0
窝友自驾,旅行交通,5,261
人人聚财,金融理财,5,1849
润术医生,医疗健康,0,0
若初文学,图书阅读,5,547
红包视频,影音视听,5,67
合肥住房,居家生活,0,1
双创司机,旅行交通,0,0
哈尼妹妹,时尚购物,0,0
闪德资讯,新闻资讯,0,0
舒达出行,旅行交通,0,0
医联山东,医疗健康,0,0
夸克书院,居家生活,0,0
新浪金融,金融理财,1,18
新浪卡贷,金融理财,5,10465
我和旅行,旅行交通,0,1
我家阳光,金融理财,0,0
话匣子FM,新闻资讯,0,0
赛鸽头条,聊天社交,0,3
多彩体育,体育运动,0,0
童装货源,时尚购物,0,0
新标农场,实用工具,0,0
步步钱进,体育运动,0,0
芝士宝贝,摄影摄像,0,0
小Biu运动,体育运动,0,0
师业有成,学习教育,0,0
触心直播,影音视听,0,0
食神系统,实用工具,0,0
来呀体育,体育运动,0,0
问天书院,图书阅读,0,0
财资一家,图书阅读,0,0
蹄哒骑手,居家生活,0,0
王者人生,聊天社交,1,472
企鹅电竞,影音视听,4,3511
天府绿道,旅行交通,0,0
天弘基金,金融理财,5,1384
收米直播,体育运动,0,0
小白相机,摄影摄像,0,0
滔搏运动,时尚购物,0,0
融通揭西,新闻资讯,0,0
遂溪融媒,新闻资讯,0,0
云端信宜,新闻资讯,0,0
优鱼商服,旅行交通,0,0
真友婚恋,聊天社交,0,0
天津出行,旅行交通,0,3
途顺司机,旅行交通,0,0
投资日程,金融理财,0,0
全民优家,居家生活,0,0
邮乐小店,时尚购物,1,49
悦读乐跑,体育运动,0,0
趣浪亲子,聊天社交,0,0
联合健身,体育运动,2.5,11
视频桌面,摄影摄像,0,1
咔咔相机,摄影摄像,0,0
魔方生活,居家生活,0,3
万达电影,居家生活,5,1547
复利计算,金融理财,4,83
爱米社区,居家生活,0,0
智慧慕思,居家生活,0,0
风磨商城,时尚购物,0,0
五金优选,时尚购物,0,0
沃克物业,居家生活,0,0
精准测速,实用工具,0,0
万顺车主,旅行交通,3.5,280
锡商银行,金融理财,0,0
美旅出行,旅行交通,0,0
虾米折扣,时尚购物,5,16
小米通话,聊天社交,0,0
小米有品,时尚购物,4.5,46365
及速贷款,金融理财,0,0
零里社区,居家生活,0,0
邪恶漫画,图书阅读,0,0
新乐到家,居家生活,0,0
每日饭粒,时尚购物,0,0
信美相互,金融理财,0,4
小豆租车,旅行交通,0,0
犀牛小说,图书阅读,0,1
快马追书,图书阅读,0,0
幸福宣威,居家生活,0,0
看看视频,影音视听,1.5,1947
迅雷直播,影音视听,3.5,9
酉州城事,新闻资讯,0,0
鱼合熊掌,居家生活,0,0
一景乳业,时尚购物,0,0
今日瑜伽,体育运动,0,0
钰兔商盟,时尚购物,0,0
有赞零售,时尚购物,5,64
汇智盈期,金融理财,0,0
拼图软件,摄影摄像,0,0
神汽在线,时尚购物,5,152
悦报销v2,效率办公,0,0
车服城配,时尚购物,0,0
云驼服务,效率办公,0,0
趋势密码,金融理财,5,631
宁波影都,居家生活,0,0
小伙智运,旅行交通,0,0
湖北日报,新闻资讯,5,44
个税查询,实用工具,0,0
太印生活,摄影摄像,5,27
章鱼部落,聊天社交,0,0
浙江新闻,新闻资讯,4.5,3644
蘑菇知途,旅行交通,0,2
中富投顾,金融理财,0,0
借记之家,金融理财,0,0
众禄基金,金融理财,4.5,203
借款钱包,金融理财,5,1206
北斗小咖,实用工具,0,0
智游江山,旅行交通,0,0
掌上达人,时尚购物,0,0
油满之家,旅行交通,0,0
寺庙灵签,娱乐消遣,0,0
太古迎客,时尚购物,0,0
碧玄智投,金融理财,0,0
游米乐园,新闻资讯,0,0
轻量画板,实用工具,4.5,20
蜂鸟跑腿,居家生活,1.5,5
薄荷记账,金融理财,4.5,34
立行篮球,体育运动,0,0
轻之文库,图书阅读,0,2
桔子管理,体育运动,0,0
光鹰视频,影音视听,0,0
久康电器,时尚购物,0,0
赛车驾驶模拟,游戏,4,1550
千年葫芦,医疗健康,0,0
墨墨天气,居家生活,0,3
相册管家,摄影摄像,4.5,815
新浪体育,体育运动,2,398
移动云VR,影音视听,0,0
WPS Office,效率办公,4.5,347130
AeroGuitar,影音视听,0,0
云享优汇,居家生活,0,0
天籁K歌,影音视听,4.5,313
白马晶选,时尚购物,0,0
手取家居,居家生活,0,0
