name,type,score,score_num
美点智行,旅行交通,0,0
照片水印,摄影摄像,3,101
黄河农商,金融理财,0,0
汤姆猫总动员,游戏,0,0
狗狗甄选,时尚购物,0,0
云控之家,实用工具,0,0
六秒博易,实用工具,0,0
花秀直播,影音视听,0,0
创业天下,聊天社交,0,0
教育公社,学习教育,0,0
智慧溧水,效率办公,0,1
SCP6789警笛头,游戏,0,0
Mini Print,影音视听,0,0
画线火柴人2,游戏,2.5,676
画个火柴人3,游戏,0,0
高校模拟2020,游戏,3,36
台球专业8球,游戏,0,0
火柴人乱斗,游戏,0,1
化妆品粘液,游戏,0,0
侏罗纪吃鸡,游戏,0,4
小渝儿,效率办公,0,0
客车模拟器,游戏,0,0
疯狂兔子人,游戏,0,0
顺易充,旅行交通,0,0
邮信通,聊天社交,0,0
降温宝,实用工具,3.5,7
飞龙模拟3D,游戏,0,0
生存战争2,游戏,0,0
i郑州,新闻资讯,0,1
i塔城,新闻资讯,0,0
模拟猫咪,游戏,4,96
模拟山羊,游戏,3.5,894
熹妃传,游戏,3.5,3005
优配股-股票配资资讯软件,新闻资讯,0,0
美汇VIP - 让美容微整有商量,时尚购物,0,0
音对语聊-你的鱼塘在这里,聊天社交,0,0
农事帮-农忙就用农事帮,效率办公,0,0
破产日记-LoHolic全新起航,聊天社交,0,0
星陌直播-好看美女视频,影音视听,0,0
日记云笔记-随心记事本,效率办公,0,1
17度写字楼商铺出租装修,居家生活,5,52
口袋塔罗-在线算命占卜,实用工具,0,0
英大博易大师-博易大师,时尚购物,0,0
蓝色星期五出海好赚钱,学习教育,0,0
长春经开融丰村镇银行,金融理财,0,0
河南方城凤裕村镇银行,金融理财,0,0
品言文案-美文励志语录,图书阅读,0,0
荒野大枪战-和平战场求生,游戏,0,1
刀剑大作战-合成高级英雄,游戏,4.5,7
黄梅迷-戏曲视频多多,影音视听,5,34
自在家-佛教佛经大全,实用工具,5,114
运满满司机-货运物流,旅行交通,5,12846
焦耳到卡路里转换器,体育运动,0,0
连连算大脑开发训练,娱乐消遣,0,0
特别来宾-直接加微信,聊天社交,0,0
照片修图编辑滤镜器,摄影摄像,0,0
试管婴儿-备孕怀孕,医疗健康,5,35
剑魂之怒-修真仙侠手游,游戏,0,0
兼职猫-同城招聘网,效率办公,4,990
备孕专家-怀孕备孕,医疗健康,0,0
陕西历史博物馆讲解,旅行交通,0,0
计算机计算器全能王,实用工具,0,0
票圈视频-抖动声音,影音视听,0,0
屏幕录制助手-录屏,影音视听,0,0
车轮驾考通考驾照,学习教育,5,40431
安全工程师准题库,学习教育,5,839
管理会计师准题库,学习教育,5,119
导游资格证准题库,学习教育,5,2083
监理工程师准题库,学习教育,5,289
聊天记录数据管家,效率办公,0,0
灯塔预约挂号医院,医疗健康,0,4
溜溜好运奇门排盘,娱乐消遣,0,0
菲仕乐智能搅拌机,医疗健康,0,0
金普医疗掌上服务,医疗健康,0,0
梭哈体育-体育直播,体育运动,5,145
点投策略-股票配资,金融理财,0,0
莉比小公主之梦幻餐厅,游戏,4,501
莉比小公主寻梦音乐会,游戏,4.5,38
宝宝学儿歌听故事,学习教育,5,10
即刻汇率-外汇转换,旅行交通,0,0
美图问医-护肤咨询,医疗健康,0,0
秒秒测智能体温计,医疗健康,2.5,18
迷鹿吉他尤克里里,学习教育,5,55
炫影Prequel特效相机,摄影摄像,0,0
探花同城-视频直播,聊天社交,0,0
宝宝儿童动物世界,学习教育,5,15
网投互赞网络系统,娱乐消遣,0,0
猫叫声狗叫声模拟,娱乐消遣,3,16
上海牛津小学英语,学习教育,0,1
深圳牛津小学英语,学习教育,0,0
爱情故事：女孩的选择,游戏,0,0
注册税务师准题库,学习教育,5,259
赤城家银村镇银行,金融理财,0,0
全网免费小说搜索,图书阅读,0,0
收音机广播电台FM,影音视听,0,1
隐私相册管家助手,摄影摄像,0,0
HP Sprocket 惠普小印,摄影摄像,0,2
皇冠陌生聊天交友,聊天社交,0,0
乐福热量管理减肥,医疗健康,0,0
小学生看图背单词,居家生活,0,0
青墨斋小说阅读器,图书阅读,0,0
360手机卫士极速版,实用工具,0,0
七书免费小说阅读,图书阅读,0,0
蚂蚁借款信用分期,金融理财,0,0
涞水利丰村镇银行,金融理财,0,0
图片转文字OCR扫描,实用工具,0,0
熊猫记账-免费账本,金融理财,0,0
玉溪红塔村镇银行,金融理财,0,0
短视频去水印大师,摄影摄像,0,3
云南红塔企业银行,金融理财,0,0
水印相机微商助手,摄影摄像,0,0
荒野战斗宝箱模拟器,游戏,0,0
清理大师专业版,效率办公,0,0
执业医师真题库,学习教育,0,0
大海求生：木筏生存,游戏,0,2
大姨妈月经提醒,医疗健康,0,0
国药健康医生端,医疗健康,0,0
录音转文字助手,效率办公,5,984
运车管家员工版,效率办公,0,0
智慧商贸进销存,效率办公,4.5,823
六月游戏单机斗地主,游戏,0,0
无损音乐播放器,影音视听,3,8
莉比公主和精灵贝拉,游戏,4.5,36
蝴蝶在手机飞舞,娱乐消遣,0,0
怀孕公主生宝宝,学习教育,0,0
魔力小说-免费版,图书阅读,0,0
中交天运司机端,效率办公,0,0
宝宝交通工具书,学习教育,0,0
奇妙的动物家庭,学习教育,0,0
去水印大师软件,影音视听,0,0
儿童水果大作战,学习教育,5,25
海底小纵队快乐酷跑,游戏,0,0
壹点灵咨询师版,医疗健康,5,107
无损音乐下载器,影音视听,0,0
万行教师招聘端,效率办公,0,0
自助智能证件照,摄影摄像,0,0
嘉医有品医生端,医疗健康,0,0
奇游手游加速器,实用工具,5,674
如祺出行企业版,旅行交通,0,0
哈密市商业银行,金融理财,0,0
雅安市商业银行,金融理财,0,0
狗语猫语翻译器,娱乐消遣,4,115
家庭医护护士端,医疗健康,0,0
中英文双语小说,图书阅读,4,18
羊毛淘钱特价版,时尚购物,0,0
宁波房产公众版,旅行交通,0,0
顺历万年历日历,居家生活,5,24270
美颜自拍照相机,摄影摄像,0,0
2020一级建造师,学习教育,2.5,96
2020二级建造师,学习教育,3.5,478
最美证件照相机,摄影摄像,0,0
速邦跑腿骑手端,居家生活,0,0
车友达人商家版,旅行交通,0,0
玩具熊的午夜后宫2,游戏,4,36
玩具熊的午夜后宫3,游戏,4,15
玩具熊的午夜后宫4,游戏,4,10
镇村通-云小店,效率办公,0,0
小猪佩奇：颜料盒,游戏,0,4
母子健康手册,医疗健康,0,0
真实汽车模拟驾驶,游戏,2.5,136
秘播视频直播,影音视听,5,218
动动竞技直播,影音视听,0,0
周易命理大师,娱乐消遣,0,0
中国药品监管,新闻资讯,0,0
智慧树园丁版,效率办公,0,1
湖口江湖风云,新闻资讯,0,0
悠然呼吸患者,医疗健康,0,0
足球大师黄金一代,游戏,5,1075
大提琴调音器,影音视听,0,0
蜜糖视频直播,影音视听,0,0
小怪兽的一天,学习教育,0,0
音乐剪裁精灵,影音视听,0,0
趣乐典商户版,学习教育,0,0
爱加健康医生,医疗健康,0,0
奇妙逻辑冒险,学习教育,5,384
宝宝行为认知,学习教育,5,246
宝宝牙齿美容,学习教育,0,0
宝宝消防安全,学习教育,0,0
传说之下邪恶衫斯,游戏,0,0
搜疾病问医生,医疗健康,1,13
文字之家写作,效率办公,0,0
猪猪侠之传奇车神,游戏,4,412
商标查询注册,效率办公,5,21
宝宝恐龙世界,学习教育,0,0
39医生工作站,医疗健康,0,0
真实飞行模拟器3D,游戏,0,0
韵车业务员端,实用工具,0,0
素颜美颜相机,摄影摄像,0,0
东营智慧公交,旅行交通,5,8
考一考家长端,居家生活,0,0
东方财富证券,金融理财,0,1
福州市二医院,医疗健康,0,0
颜值特效相机,摄影摄像,1,6
博雅在线汇率,金融理财,0,0
西宁智能公交,旅行交通,0,0
文档文件扫描,实用工具,0,0
美好生活优选,时尚购物,0,0
青浦本地生活,聊天社交,0,1
高中历史助手,居家生活,0,0
小白垃圾分类,居家生活,0,0
美颜贴纸相机,摄影摄像,0,0
魅力伊金霍洛,新闻资讯,0,0
海口联合农商,金融理财,0,0
音频提取助手,影音视听,0,0
手机网络测速,实用工具,4.5,866
E店主企业版,效率办公,0,0
飞骑快送骑手,居家生活,0,0
飞骑快送商家,居家生活,0,0
e电工云课堂,学习教育,4,13
Inspiration Funk,影音视听,0,0
VSchool教师版,学习教育,0,0
山西旅游集散,旅行交通,0,0
一建练题狗,学习教育,4.5,24
地球灭亡前60秒!,游戏,4.5,15
反恐战地模拟器,游戏,0,0
萱椿医生端,医疗健康,0,0
贝树自媒体,影音视听,0,0
青途车助手,效率办公,0,0
生命守护师,医疗健康,0,0
SmartLab SciOne,效率办公,0,0
双人：坦克对决,游戏,0,2
豪华大游轮物语,游戏,4.5,59
开课啦直播,学习教育,3.5,5
狗狗巡逻队跑酷,游戏,3,73
宝宝写数字,学习教育,5,270
中油好客e站,旅行交通,0,0
医网云医生,医疗健康,0,0
叶罗丽化妆日记,游戏,0,0
小花仙四时花语,游戏,0,0
全铭心管家,医疗健康,0,0
家医居民端,医疗健康,0,3
阅家校家长,学习教育,0,0
日语配音秀,学习教育,5,12
江西党建云,实用工具,0,2
青城市民卡,旅行交通,0,3
同城井冈山,聊天社交,0,0
蔚蓝企业版,实用工具,0,0
海岸馨服务,聊天社交,0,1
智能分析师,金融理财,0,0
爱加速代理,实用工具,4.5,13
阳光论坛网,聊天社交,0,2
九宫图制作,摄影摄像,3.5,316
图像扫描仪,摄影摄像,3,33
票圈极速版,影音视听,0,0
享道企业版,旅行交通,0,0
泡桐树小学,居家生活,0,0
油米经销商,旅行交通,0,0
融通定投宝,金融理财,0,0
猫咪成长记,实用工具,0,0
折疯了海淘,时尚购物,4.5,150
迁安信息港,居家生活,0,0
来秀放上去,聊天社交,0,0
邮储信用卡,金融理财,0,0
咱的驻马店,居家生活,0,0
音壳校园版,学习教育,0,0
车轮查违章,旅行交通,0,0
运脉物流云,实用工具,0,0
MediBang Paint,摄影摄像,3.5,742
汽车模拟器2019,游戏,0,0
甘肃有线,效率办公,0,0
角马私教,医疗健康,0,0
云上新化,新闻资讯,0,0
上海人社,新闻资讯,1.5,16
住芯智能,效率办公,0,0
金榜学霸,学习教育,0,0
装扮粉彩女孩,游戏,4.5,5
智慧滨医,医疗健康,0,0
康养护照,医疗健康,0,0
北京科协,新闻资讯,0,0
模拟卡车司机,游戏,0,1
悟饭趣玩,影音视听,0,1
暴力街头摩托,游戏,0,0
和弦吉他,影音视听,2.5,8
慧康云联,医疗健康,0,0
松洋医生,医疗健康,0,0
绘佳健康,医疗健康,0,0
绘佳新药,医疗健康,0,2
绘佳招募,医疗健康,0,0
秦腔视频,影音视听,0,0
山东科技,新闻资讯,0,0
天下芷江,新闻资讯,0,0
掌上赣图,图书阅读,0,0
和家相册,摄影摄像,4.5,10
一步查券,时尚购物,0,0
荣超股份,聊天社交,0,0
彩色连珠,娱乐消遣,0,0
酒店哥哥,旅行交通,5,102
福音频道,影音视听,0,0
威视小智,效率办公,0,0
守机待鱼,体育运动,0,0
文明社区,聊天社交,0,2
港湾1家,效率办公,0,0
北斗腕表,体育运动,0,0
渤海证券,金融理财,0,0
财富聚财,金融理财,5,220
老爹面包店,游戏,0,0
教你画漫画,游戏,0,3
美享BOSS,居家生活,0,0
奶奶模拟器,游戏,0,0
看医生,医疗健康,0,0
工匠兔,效率办公,0,1
微心理,医疗健康,0,0
老爹寿司店,游戏,0,0
友球场,体育运动,0,0
比比宝,时尚购物,5,85
锂市民,旅行交通,0,0
萌龙大乱斗,游戏,4,617
Zara Home,时尚购物,0,0
汤姆猫飞车,游戏,0,2
盛钱呗,实用工具,0,0
最清远,图书阅读,0,0
快乐小鸡,游戏,0,1
木筏方舟,游戏,0,0
僵尸杀手,游戏,0,4
毒液,游戏,0,0
北京顺义医院智慧办公平台,效率办公,0,0
嘉佳花卉鲜花批发一件代发,时尚购物,0,0
C-Life家长版智慧健康校园,医疗健康,0,0
雷霆拯救-私服王者传奇手游,游戏,0,0
企业名录-企业查询软件,效率办公,0,0
济南医学中心服务平台,新闻资讯,0,0
桐云商家版-小程序开店,时尚购物,0,1
尚牛电竞-赛事预测社区,聊天社交,0,0
掌馨一对医（专家版）,医疗健康,0,0
颜对-安全聊天交友软件,聊天社交,0,0
郑生活-郑州人的生活圈,居家生活,0,0
潮汐天气实时天气预报,居家生活,0,0
汇家网-二手房新房租房,居家生活,0,0
媚声语音交友聊天软件,聊天社交,0,0
密室逃脱绝境系列11游乐园,游戏,0,0
薇恋相亲交友-婚恋对象,聊天社交,0,0
熟人价-购物好省返利APP,时尚购物,0,0
小学语文六年级下听读,图书阅读,3,22
天天跑酷超炫版-跑酷达人,游戏,1.5,7
楚天名医医生端2019版,医疗健康,0,0
红警大作战：尤里的复仇,游戏,2,45
超级粘液史莱姆模拟,学习教育,0,0
全民体育National Sports,新闻资讯,0,0
全球新能源交易平台,新闻资讯,0,0
浩森移动互联网应用,金融理财,0,0
花姬交友-视频cp约会,聊天社交,0,0
爱奇艺阅读-免费追书,图书阅读,4.5,11882
超强清理大师极速版,实用工具,0,0
召唤三国-三国策略战争,游戏,0,0
宠物连连消-连连看游戏,游戏,5,1707
夜嗨直播-视频交友,影音视听,0,0
兼职猫-兼职找工作,居家生活,4.5,1543
测绘工程师准题库,学习教育,5,149
城乡规划师准题库,学习教育,5,342
教师资格证准题库,学习教育,5,2639
二级建造师准题库,学习教育,5,2578
自在正念-睡眠冥想,医疗健康,0,0
双开助手-多开分身,实用工具,5,11231
音频剪辑铃声制作,影音视听,0,0
公安基础知识题库,学习教育,0,3
奥特曼传奇艾克斯,娱乐消遣,4.5,105
迷你小镇西部牛仔,学习教育,0,0
朋友晚安医生端APP,医疗健康,0,0
奥特曼超人大战小怪兽,游戏,4,305
恐龙十万个为什么,学习教育,5,28
疯狂动物城：筑梦日记,游戏,3,85
监理工程师全题库,学习教育,0,0
魔幻粒子浪漫表白,娱乐消遣,4.5,255
老年人能力评估师,学习教育,0,0
超级魔幻粒子世界,娱乐消遣,4.5,3387
垦利乐安村镇银行,金融理财,0,0
平昌农科村镇银行,金融理财,0,0
沿河长征村镇银行,金融理财,0,0
玉泉蒙银村镇银行,金融理财,0,0
屏幕录制录屏大师,实用工具,0,0
稿定设计-天天向商,摄影摄像,5,1283
最美证件照随拍app,摄影摄像,0,0
茂萦手机扫描大师,效率办公,0,0
身材觉醒私教助手,体育运动,0,0
连读免费小说软件,图书阅读,0,0
点点租写字楼出租,居家生活,3.5,12
Tita OKR和项目管理,效率办公,0,0
株洲方特欢乐世界,旅行交通,0,0
新郑郑银村镇银行,金融理财,0,0
掌读免费小说大全,图书阅读,4.5,1340
快读小说阅读免费,图书阅读,5,402
小乐医生-医生版,医疗健康,0,0
手机壁纸免费高清,实用工具,0,0
匹诺曹手机录音机,聊天社交,2,513
绘云健康-患者端,医疗健康,0,0
宝宝学植物颜色HD,娱乐消遣,0,0
有声绘本-识字版,学习教育,3.5,13
滴答滴答：双人冒险,游戏,0,0
狂野飙车9：竞速传奇,游戏,5,11
猜蔬菜单机游戏,娱乐消遣,4,83
中医之家医生端,医疗健康,0,0
趣驾WeLink-新锐版,旅行交通,0,0
众多回忆的食堂故事,游戏,5,140
极客修-手机维修,实用工具,0,2
商务密邮安元版,效率办公,0,0
侏罗纪恐龙：水世界,游戏,3,16
兖矿智慧物流端,效率办公,0,0
短视频音乐识别,影音视听,0,0
脑筋急转弯新版,娱乐消遣,0,2
老爹烘培店制作,娱乐消遣,0,0
金融考试准题库,学习教育,5,14
甜妞儿萝莉头像,摄影摄像,0,0
笔趣完本小说阁,图书阅读,0,0
得间小说极速版,图书阅读,0,0
小二押镖司机端,旅行交通,0,0
货拉拉-拉货搬家,旅行交通,4,1403
货拉拉搬家小哥,旅行交通,0,0
Pocket Photo打印机,摄影摄像,2.5,65
密室逃脱15神秘宫殿,游戏,5,1924
密室逃脱16神殿遗迹,游戏,5,523
密室逃脱17守护公寓,游戏,5,2291
密室逃脱18移动迷城,游戏,5,376
密室逃脱19离奇失踪,游戏,5,267
密室逃脱21遗落梦境,游戏,5,6588
密室逃脱22海上惊魂,游戏,5,873
密室逃脱24末日危机,游戏,5,4808
梦幻蛋糕店游戏,图书阅读,0,0
图文全能扫描王,实用工具,0,0
今日头条极速版,新闻资讯,3.5,1112
大头儿子2乐园酷跑,游戏,3.5,961
花将--爱上养花,实用工具,0,0
智能证件照制作,摄影摄像,4,304
健康中山医生,医疗健康,0,0
金融考证题库,影音视听,0,0
手绘头像设计,影音视听,0,0
大染坊：扎染大师,游戏,0,0
多多海洋动物,学习教育,3,7
交通安全课堂,学习教育,0,0
北京四中网校,学习教育,0,0
朝阳中心医院,医疗健康,0,0
百乐太极助手,医疗健康,0,0
看上医医生端,医疗健康,0,0
康言智能药箱,医疗健康,0,0
方舟生存：恐龙岛,游戏,3,23
护理专业知识,学习教育,0,0
校园食品自律,效率办公,0,0
小猪佩奇：运动会,游戏,4.5,55
远程作业答案,学习教育,0,0
咚咚智能病历,医疗健康,0,0
奇妙料理餐厅,学习教育,2,321
宝宝巴士乐园,学习教育,5,933
Splashtop商业版,效率办公,0,0
爱妈蜜胎心仪,医疗健康,0,0
小小影视大全,影音视听,0,1
阳阳儿童英语,学习教育,0,0
阳光健康学堂,医疗健康,0,0
华润直销银行,金融理财,2.5,7
导航犬离线版,旅行交通,2,49
闪亮时刻海淘,时尚购物,0,0
小凌行车助手,实用工具,0,0
宝山区图书馆,图书阅读,0,0
任我充天下行,旅行交通,0,0
货运宝网运版,旅行交通,0,0
动乐乐商户版,体育运动,0,0
考一考教师端,居家生活,0,0
迅去取骑手端,居家生活,0,0
掌上4S员工端,效率办公,0,0
电击特效屏幕,娱乐消遣,0,0
Filmigo视频剪辑,摄影摄像,0,4
个税计算助手,实用工具,0,0
北京地铁查询,旅行交通,0,0
恒好用车司机,旅行交通,0,0
捷信金融商家,金融理财,0,0
国泰君安期货,金融理财,0,0
33上门技师端,效率办公,0,0
吉林掌上社保,居家生活,0,0
掌上天气预报,居家生活,4,44
本地天气预报,居家生活,4.5,229
江阴企业银行,金融理财,0,0
聚源美汇商盟,时尚购物,0,0
小精灵商户通,金融理财,0,0
极速安全管家,实用工具,0,0
拼家装技师版,居家生活,0,0
天津电子印章,效率办公,0,0
新世相读书会,图书阅读,4,87
珠城未来社区,居家生活,0,0
乐秀视频剪辑,摄影摄像,0,4
车况检测大师,旅行交通,3,125
千寻视频相亲,聊天社交,0,0
太平洋知科技,图书阅读,2.5,79
Civa教师中心,学习教育,0,0
景德镇易停车,旅行交通,0,0
LAFIE健美主义,体育运动,0,0
好运到万年历,居家生活,5,518
维词教师版,学习教育,0,3
全语通助手,效率办公,0,0
驾考驾校宝,学习教育,0,0
醴陵健康通,医疗健康,0,0
连续看影视,影音视听,0,0
火柴人僵尸战争,游戏,3.5,51
转学生恋爱日记,游戏,1.5,24
我在大清当皇帝,游戏,3.5,2566
武器拆卸模拟器,游戏,0,0
宝宝学配对,学习教育,3,59
零售云管家,效率办公,0,0
心理云医院,医疗健康,0,1
福州胃健康,医疗健康,0,0
飞机飞行模拟器,游戏,2.5,8
公交驾驶模拟器,游戏,2.5,11
Solar Walk Lite,娱乐消遣,0,0
阅家校教师,学习教育,0,0
桥梁建筑模拟器,游戏,3.5,5
视频下载器,影音视听,0,0
间隔计时器,体育运动,0,2
二手车估价,实用工具,3,19
百路汇之家,旅行交通,0,0
我的小口袋,时尚购物,0,0
向日葵联盟,实用工具,0,0
宁海政府网,新闻资讯,0,0
快洁帮专员,居家生活,0,0
火柴人绳索英雄,游戏,4,79
Comfort Motion,居家生活,0,0
小筑笔记,效率办公,0,0
课袋管家,学习教育,0,0
真正的测谎仪,游戏,2,6
掌上正定,新闻资讯,0,0
寻方中医,医疗健康,0,0
手机梵讯,效率办公,3.5,11
蜘蛛侠：极限,游戏,2,51
全民影视,影音视听,0,0
哔呦教练,医疗健康,0,0
安吉拉爱装扮,游戏,2.5,19
思尔健康,医疗健康,0,0
正常的大冒险,游戏,3.5,6
医护到家,医疗健康,5,258
秒下钱包,金融理财,5,100
江苏书展,时尚购物,0,0
模拟钢琴,影音视听,3,503
铁岭在线,新闻资讯,0,0
捷德运动,体育运动,0,0
红旗出行,旅行交通,0,0
企鹅智投,金融理财,0,0
电音阁DJ,影音视听,0,0
魔借钱包,金融理财,4.5,157
芒果在线,居家生活,0,0
蛋壳跟练,体育运动,0,0
护航在线,旅行交通,0,0
信仰文库,图书阅读,0,0
小黄人逃亡,游戏,2.5,19
健康云,医疗健康,0,0
大连云,新闻资讯,0,0
乐帮主,影音视听,0,0
爱教师,居家生活,0,0
茶急送,时尚购物,0,0
3D摩托骑手,游戏,0,0
合金弹头HD,游戏,2.5,20
邑生活,聊天社交,0,0
帘老板,居家生活,0,0
Paintly,娱乐消遣,3.5,74
狙击之神,游戏,0,0
宝宝贝-家庭早教育儿成长工具,实用工具,0,0
天机八字排盘-算命起名占卜,娱乐消遣,4,11
往来鲜生-冻品生鲜采销平台,时尚购物,0,0
Youth-清爽学习连麦聊天交友,聊天社交,0,0
知味社区-陌生人交友软件,聊天社交,0,0
芝麻信用卡办卡-3天下卡,金融理财,0,0
儿童英语单词卡片点读,学习教育,5,117
浙商银行企业手机银行,金融理财,0,0
万年历大全-黄历农历,效率办公,0,0
拆散情侣大作战-脑洞解谜,游戏,0,0
京东-不负每一份热爱,时尚购物,2.5,5953
佛山市一医院护士版,医疗健康,0,0
十万个为什么语音版,学习教育,0,0
新生宝宝母婴儿护理,学习教育,0,0
湘科院（生活服务）,居家生活,0,0
期货从业资格准题库,学习教育,5,183
牧场传奇-变态屠龙传奇,游戏,0,0
健康济宁-公众门户,医疗健康,0,0
快看影视-电影大片,娱乐消遣,0,0
怀孕备孕-怀孕管家,医疗健康,0,0
录音音频剪辑-录音,影音视听,0,0
哈佛管理导师企业版,图书阅读,0,0
蜗牛深度睡眠-睡眠,影音视听,5,18
Snap Filters Photo Editor,影音视听,0,0
鸟叫声大全-画眉鸟,影音视听,3.5,6
南风医生医师版2.0,医疗健康,0,0
初级经济师准题库,学习教育,5,146
事业单位考试题库,学习教育,0,0
南大二附院医生端,医疗健康,0,0
西医综合考研真题,学习教育,4.5,154
学习部落-共享学校,学习教育,0,0
护眼天使_近视防控,实用工具,0,3
现金宝-汇添富基金,金融理财,5,1893
券划算-淘宝聚优惠,时尚购物,0,1
心脑血管研究患者,医疗健康,0,0
连途门店管理系统,效率办公,0,0
莉比小公主之冰雪派对,游戏,4,235
天天抓娃娃专业版,娱乐消遣,5,3402
森林冰火人：森林神殿,游戏,0,0
姓名星座缘分配对,娱乐消遣,5,371
天天爱看-小说阅读,图书阅读,5,755
听力百分百教师端,学习教育,0,0
畅行九州-高铁助手,旅行交通,5,221
密码相册照片加密,影音视听,0,0
十二星座运势配对,娱乐消遣,4.5,8
少年商学院安卓版,学习教育,0,0
天时子平生辰八字,娱乐消遣,0,0
粉粉日记-手帐记账,效率办公,4,7415
史莱姆制作橡皮泥,娱乐消遣,0,0
沧港物联经理人版,旅行交通,0,0
文字识别OCR扫描王,实用工具,0,0
笔趣阁小说阅读器,图书阅读,0,3
量见&middot;云大学,学习教育,5,50
360清理大师极速版,实用工具,0,0
男女宝宝起名取名,实用工具,0,0
内蒙古银行企业版,金融理财,0,0
标象商标自助注册,实用工具,0,0
国泰出行网约司机,旅行交通,0,0
小狗在家宠物寄养,聊天社交,5,6672
臻品村村通商户版,时尚购物,0,0
梦想言情小说大全,图书阅读,0,1
股票炒股-容维财经,金融理财,0,4
十二星座每天运势,娱乐消遣,5,1073
迷失岛2：时间的灰烬,游戏,2.5,150
三国擒雄-国战三国志,游戏,0,0
猫小帅ABC-学字母,学习教育,0,0
传说之下：Sans vs Frisk,游戏,3,6
录音Pro专业录音,效率办公,0,0
江苏移动千里眼,影音视听,0,0
中驰车福运营商,效率办公,0,0
健康路径老师端,效率办公,0,0
邳州银杏甲天下,新闻资讯,0,0
租号玩家-借号玩,娱乐消遣,0,0
万能电影播放器,影音视听,4.5,543
冷血射手：弓箭手们,游戏,4,1277
猫咪跑酷：建设公寓,游戏,0,0
超级音乐编辑器,影音视听,0,0
洋葱学院校园版,学习教育,0,0
抖图动态表情包,娱乐消遣,3,7
奥铂爵智慧工地,效率办公,0,0
P图编辑-照片拼图,摄影摄像,0,0
月经期提醒日历,医疗健康,0,0
豌豆思维家长端,学习教育,0,0
社区工作者题库,学习教育,0,0
百度爱采购卖家,效率办公,0,0
基金从业亿题库,学习教育,0,0
城信城易商家版,时尚购物,0,0
银河期货专业版,金融理财,0,0
AI拇指琴调音器,影音视听,0,0
智能水族专业版,实用工具,0,0
qq个性签名说说,娱乐消遣,4,57
叫我修吧技术端,实用工具,0,3
免费小说下载器,图书阅读,4.5,1183
华龙点金财富版,金融理财,0,3
笔趣旧版追书阁,图书阅读,0,0
携华出行司机端,旅行交通,0,0
康熙字典完整版,学习教育,0,0
联合医务医生端,医疗健康,0,0
海螺姑娘企业版,居家生活,0,0
e亲宝贝教师端,效率办公,0,0
91蚂蚁信用借钱,金融理财,0,0
楼下食堂商家版,居家生活,0,0
拍立享照片直播,摄影摄像,0,0
安徽省中医院,医疗健康,0,0
叶罗丽奇幻大冒险,游戏,2.5,7
Paint and Coloring,娱乐消遣,0,0
北京安定医院,医疗健康,0,0
思事日程记事,效率办公,5,7
宝宝生活记录,医疗健康,0,0
樱桃亲子视频,医疗健康,0,0
恩恩医生专用,医疗健康,0,0
得力标签打印,效率办公,0,0
人卫用药助手,医疗健康,0,0
收款到账铃声,娱乐消遣,0,0
甜心公主舞会之夜,游戏,4,6
填色游戏数字画画,游戏,0,2
直升机机器人战斗,游戏,0,1
中肿掌上就医,医疗健康,0,0
湃星云经典版,效率办公,0,0
亲亲熊认恐龙,学习教育,0,0
愤怒的小鸟朋友版,游戏,4,6
哥本哈根减肥,医疗健康,5,423
肾泰网医护端,医疗健康,0,0
宝宝日常安全,学习教育,5,407
延时摄影大师,影音视听,0,0
MP3音频提取器,影音视听,3.5,93
心管家医生端,医疗健康,0,0
视频制作达人,影音视听,0,0
易校招企业版,学习教育,0,0
镇村通-掌柜版,时尚购物,0,0
全景智慧城市,实用工具,0,1
格上吉时专车,旅行交通,0,0
Retail University,学习教育,0,0
大易运力联盟,旅行交通,0,0
广州地铁查询,旅行交通,0,0
和讯房产西南,新闻资讯,0,1
精臣固定资产,效率办公,0,1
上海华瑞银行,金融理财,0,0
小圆圈大美丽,时尚购物,0,0
天府手机银行,金融理财,4.5,247
锁客链活动版,时尚购物,0,0
豆豆免费小说,图书阅读,5,11554
剪辑特效大师,摄影摄像,0,3
美颜水印相机,摄影摄像,0,0
我的动漫世界,娱乐消遣,5,46
哈银村镇银行,金融理财,0,0
爱拾光家长版,摄影摄像,0,0
沈阳绿色账户,金融理财,0,0
巴啦啦魔法变身3,游戏,4,1377
i问财-同花顺,金融理财,3,25
贵阳智慧停车,旅行交通,0,0
火车驾驶模拟2020,游戏,0,0
飞读免费小说,图书阅读,5,387
逃离方块：轮回,游戏,0,0
日本汽车模拟器,游戏,0,0
天天消成语,学习教育,0,0
海洋家园生存岛,游戏,3.5,39
神奇播放器,影音视听,0,0
中华医学会,效率办公,0,0
梦想商店街物语,游戏,4.5,29
火柴人绳索英雄2,游戏,4,1214
宝贝爱美丽,学习教育,0,0
减压轻松小游戏,游戏,0,2
太极石面膜,医疗健康,0,0
湊局商用版,效率办公,0,0
文体旅游云,聊天社交,0,0
快清理助手,实用工具,0,0
快滴顺风车,旅行交通,0,0
三木生活馆,时尚购物,0,0
七千猫分销,时尚购物,0,0
快应用中心,实用工具,0,0
惠得多商家,时尚购物,0,0
蓝牙计步器,体育运动,0,0
苏州科技园,实用工具,0,0
精英狙击手2019,游戏,0,0
斯诺克台球2019,游戏,0,0
摩托车驾驶2019,游戏,0,0
